,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,isrc,genres
1118,"St. Matthew Passion, BWV. 244 / Pt. 1: No. 13 Evangelist:""Aber am ersten Tage der süssen Brot""",0,0.418,0.0269,6,-30.39,0,0.0423,0.864,0.0,0.281,0.195,89.946,18613,3,DEF057930637,classical organ
1119,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 49 Evangelist, Judas, Chorus: ""Des Morgens aber hielten alle Hohenpriester""",0,0.567,0.196,11,-15.871,0,0.181,0.973,0.0,0.62,0.54,102.648,66600,3,DEF057930659,classical organ
1120,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 49 Evangelist, Judas, Chorus: ""Des Morgens aber hielten alle Hohenpriester""",2,0.559,0.174,11,-19.108,0,0.086,0.967,0.0,0.644,0.37,96.444,66333,3,DEF057930659,classical organ
1121,"Bach, JS: Herr, gehe nicht ins Gericht, BWV 105: No. 4, Rezitativ. ""Wohl aber dem, der seinen Bürgen weiß""",0,0.293,0.109,4,-23.519,0,0.0569,0.968,0.0166,0.139,0.234,98.493,91493,5,DEA808008604,
1122,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 45 Evangelist, Ancilla I + II, Petrus: ""Petrus aber sass draussen""",2,0.57,0.0765,5,-19.974,1,0.22,0.985,0.0,0.454,0.443,117.144,60507,1,DEF057930657,classical organ
1123,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 59 Evangelist, Chorus I/II, Pilatus: ""Sie schrieen aber noch mehr""",0,0.464,0.299,4,-13.591,0,0.0377,0.984,0.000433,0.189,0.559,95.791,117093,4,DEF057930665,
1124,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 59 Evangelist, Chorus I/II, Pilatus: ""Sie schrieen aber noch mehr""",2,0.395,0.259,4,-15.697,0,0.0345,0.973,8.64e-05,0.171,0.66,95.249,117093,5,DEF057930665,
1125,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 45 Evangelist, Ancilla I + II, Petrus: ""Petrus aber sass draussen""",0,0.569,0.126,5,-17.174,1,0.282,0.977,0.0,0.64,0.424,68.877,59653,4,DEF057930657,classical organ
1126,"St. Matthew Passion, BWV. 244 / Pt. 1: No. 32 Evangelist, Jesus, Judas: ""Und er kam und fand sie aber schlafend""",0,0.352,0.0738,2,-19.081,1,0.0675,0.918,0.0,0.137,0.118,53.413,171000,4,DEF057930617,classical organ
1127,"St. Matthew Passion, BWV. 244 / Pt. 1: No. 32 Evangelist, Jesus, Judas: ""Und er kam und fand sie aber schlafend""",0,0.33,0.0944,6,-20.355,0,0.0723,0.936,0.0,0.136,0.114,164.695,171840,3,DEF057930617,classical organ
1128,"St. Matthew Passion, BWV. 244 / Pt. 1: No. 32 Evangelist, Jesus, Judas: ""Und er kam und fand sie aber schlafend""",2,0.395,0.0654,6,-21.82,0,0.0692,0.941,0.0,0.153,0.0913,106.967,170173,3,DEF057930617,classical organ
1129,Pot-Pourri: Homenagem ao Papai / Três Letrinhas / Vamos Todos Abraçar / Papai Capitão / O Barulho da Chavinha / Sorriso Criança / Vamos Comemorar,0,0.428,0.794,11,-8.955,0,0.0417,0.266,0.0,0.434,0.787,124.549,172387,4,BRCMP0300678,
1130,"Bach, JS: Es ist euch gut, daß ich hingehe, BWV 108: No. 4, Chor. ""Wenn aber jener, der Geist der Wahrheit""",0,0.457,0.203,1,-18.195,1,0.0291,0.98,8.47e-05,0.215,0.404,74.787,182133,4,DEA808011004,"children's choir,german choir"
1131,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 54 Evangelist, Pilatus, Uxor Pilati, Chorus I/II: ""Auf das Fest aber hatte der Landpfleger Gewohnheit""",2,0.442,0.14,2,-18.453,1,0.105,0.949,0.0,0.724,0.306,83.12,152000,3,DEF057930662,
1132,"St. Matthew Passion, BWV. 244 / Pt. 2: No. 54 Evangelist, Pilatus, Uxor Pilati, Chorus I/II: ""Auf das Fest aber hatte der Landpfleger Gewohnheit""",0,0.48,0.186,7,-15.18,1,0.0933,0.957,0.0,0.74,0.375,83.545,152533,3,DEF057930662,
1133,Abri a Porta - Cover,0,0.641,0.673,4,-6.883,0,0.0388,0.206,2.89e-06,0.599,0.729,169.992,240039,4,QZHZ62114200,
1134,No Doubt About It,0,0.644,0.226,1,-21.285,0,0.0368,0.608,0.79,0.0703,0.213,108.591,247400,4,GBLGL0016578,
1135,"Rio Arriba, Rio Abajo",0,0.16,0.185,2,-18.093,1,0.0538,0.985,0.00829,0.188,0.0748,170.657,94693,5,USA560994697,folclore castilla y leon
1136,Lieder und Gesänge: 11. Ablösung im Sommer,0,0.6,0.478,9,-7.558,1,0.0315,0.985,0.148,0.153,0.619,97.938,82408,4,BGA262207161,balkan classical piano
1137,Cuando Se Acaba el Amor,44,0.265,0.745,1,-3.781,1,0.0465,0.203,0.0,0.207,0.537,158.121,280082,3,QMFMG1583315,"classic venezuelan pop,pop romantico"
1138,"Acapulco - From ""The Jazz Singer"" Soundtrack",30,0.633,0.334,2,-17.763,1,0.0385,0.0566,0.0,0.129,0.625,134.706,168333,4,USUG11400806,"adult standards,brill building pop,classic rock,folk rock,mellow gold,singer-songwriter,soft rock,yacht rock"
1139,Acalanto,4,0.413,0.282,2,-8.935,1,0.0351,0.855,2.59e-06,0.129,0.334,71.088,176867,3,BRDIQ0500306,"bossa nova,mpb,samba,violao"
1140,Don't Walk Away (Acappella),5,0.477,0.229,4,-13.127,1,0.0376,0.539,0.0,0.792,0.749,122.035,107787,1,DEA310401407,boy band
1141,Acapulco Gold (with Jah Thomas),4,0.75,0.497,7,-13.768,1,0.119,0.0844,0.784,0.101,0.584,139.412,182133,4,GBAJE0607391,"old school dancehall,roots reggae"
1142,Acasă,0,0.49,0.122,0,-14.676,1,0.0565,0.977,2.06e-06,0.106,0.228,79.519,221053,4,ROB011674149,
1143,Acapulco,0,0.709,0.389,3,-17.592,1,0.151,0.554,2.66e-05,0.159,0.964,103.299,154192,4,QZPYN2364226,
1144,Acapulco,2,0.656,0.559,2,-7.301,1,0.0255,0.463,0.0,0.164,0.737,125.224,169703,4,GBBLY2001887,irish country
1145,Choro Acadêmico,0,0.582,0.552,2,-9.013,1,0.0314,0.764,0.272,0.116,0.71,104.593,131507,4,BRSME1701857,"choro,violao"
1146,Acara Kemana,0,0.621,0.357,11,-12.384,1,0.0318,0.322,0.0,0.545,0.699,138.092,241527,4,FR10S2217950,"classic indo pop,dangdut"
1147,Akasyalar Açarken,0,0.398,0.446,9,-10.64,0,0.0379,0.49,9.16e-06,0.439,0.545,112.06,160313,4,TR0382208051,
1148,Las Acacias,0,0.774,0.185,8,-11.049,1,0.0512,0.966,1.76e-05,0.13,0.491,110.199,175386,3,QZHZ42177297,"classic colombian pop,musica andina colombiana"
1149,Todo Acabo,0,0.469,0.196,2,-13.13,1,0.103,0.888,0.0,0.146,0.627,172.062,170693,3,US4XG0410495,
1150,Se Acabo,0,0.507,0.275,9,-13.536,0,0.0369,0.899,0.0326,0.121,0.543,104.504,220613,4,QM4TX2066470,
1151,Se Acabo,0,0.619,0.337,5,-14.852,0,0.252,0.542,0.0,0.327,0.771,123.635,161493,4,ES71G2141380,
1152,Acalanto da Rosa,0,0.168,0.317,5,-15.226,1,0.0372,0.992,0.0197,0.0862,0.236,172.161,159919,1,BRFIN2000215,"brazilian jazz,piano mpb"
1153,Din Nou Acasă,1,0.431,0.203,0,-19.001,1,0.0321,0.324,0.24,0.129,0.179,137.857,272718,4,ROB011673786,romanian rock
1154,Acabou o Gás,0,0.683,0.701,9,-12.213,1,0.0524,0.553,0.0,0.214,0.972,103.109,177162,4,QZEQU2146219,"forro,forro tradicional"
1155,Disco Disco (Acappella),0,0.799,0.00648,11,-14.873,0,0.197,0.244,0.167,0.574,0.961,131.89,307733,4,DEA319908282,
1156,Romance del Acabose,0,0.674,0.403,0,-9.339,1,0.372,0.714,0.0,0.205,0.438,77.205,355581,3,US6R21507988,
1157,Acábame De Matar,0,0.84,0.387,9,-10.006,1,0.115,0.841,0.0,0.0309,0.929,126.077,166840,4,US4XG0409135,
1158,Aca de Este Lado,1,0.725,0.555,8,-8.777,1,0.0461,0.29,0.00163,0.118,0.948,118.458,255573,4,USZUP1011514,gruperas inmortales
1159,El Mundo Se Acaba,0,0.698,0.528,2,-6.117,0,0.15,0.713,0.00146,0.0893,0.89,199.406,187272,4,QZGLS2195523,
1160,Iba acabándose el vino,18,0.341,0.459,2,-8.902,1,0.0307,0.516,1.96e-05,0.252,0.381,85.941,230064,4,ARXP71600901,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,rock nacional"
1161,Spaced Walking (Helium Acapella),0,0.563,0.19,1,-21.106,0,0.743,0.631,0.0,0.778,0.309,145.673,127027,4,GBBLY0210432,"classic uk pop,new romantic,new wave,new wave pop,synthpop,zolo"
1162,Se Acabaron Los Hombres,1,0.661,0.953,0,-7.478,0,0.117,0.622,0.0172,0.103,0.906,85.866,221493,4,USQL80800712,merengue tipico
1163,O Sonho Não Acabou,8,0.654,0.736,1,-7.254,1,0.0487,0.46,0.0,0.105,0.963,94.118,192933,4,BRBMG8000148,"bossa nova,mpb,pagode,partido alto,samba,velha guarda"
1164,Quando a Viagem Acabar,0,0.392,0.338,0,-8.202,1,0.0295,0.931,0.000551,0.258,0.408,109.178,151511,3,BRGVR1900334,
1165,Siempre Acabo por llorar,2,0.241,0.32,5,-13.657,1,0.0321,0.578,0.000176,0.0998,0.179,145.879,285884,4,USDHM1900894,"cancion melodica,latin pop,pop romantico,ranchera"
1166,Siempre Acabo por Llorar,1,0.241,0.32,5,-13.657,1,0.0321,0.578,0.000176,0.0998,0.179,145.879,285884,4,QM4TW1769049,"cancion melodica,latin pop,pop romantico,ranchera"
1167,Mania de Acabar Samba,11,0.765,0.73,5,-9.857,1,0.0364,0.432,0.0,0.3,0.968,96.126,150152,4,QZHZ32100729,forro tradicional
1168,Bu Ne Acayip Dünya,0,0.536,0.515,0,-9.274,1,0.0475,0.631,0.0,0.0871,0.669,99.039,188142,4,TR0792200295,
1169,Happy New Year (Acapella),0,0.365,0.0307,9,-29.876,1,0.0417,0.957,3.74e-05,0.111,0.19,133.056,263302,4,GX5MY2183963,
1170,Mind Your Own Business - Acapella,0,0.556,0.382,1,-7.815,1,0.0758,0.923,0.0,0.263,0.0,136.904,15625,4,CAU112100129,
1171,"Academic Festival Overture, Op. 80",1,0.17,0.0864,0,-20.1,1,0.0361,0.905,0.656,0.214,0.133,71.119,621147,4,USSM11507640,"american orchestra,classical,classical performance,orchestra"
1172,O Meu Mundo Se Acabou,0,0.25,0.38,9,-7.05,1,0.03,0.623,3.95e-06,0.0838,0.653,175.278,222792,3,US7VG1927182,
1173,Si Acaso Vuelvo un Dia,1,0.541,0.073,11,-17.887,1,0.056,0.969,0.000735,0.0941,0.407,60.706,83480,5,QMFMF2101508,
1174,Aqui Se Acaba Esta Cueca,2,0.664,0.397,9,-12.185,1,0.0936,0.922,0.00109,0.171,0.131,80.931,100400,4,MXF600602465,"chilean indie,chilean rock,musica andina,musica nublensina,nueva cancion,psicodelia chilena"
1175,Mind Your Own Business - Acapella,0,0.556,0.382,1,-7.815,1,0.0758,0.923,0.0,0.263,0.0,136.904,15625,4,CAU112100129,
1176,Canto de acarreo de mieses,1,0.483,0.0389,1,-12.298,1,0.0597,0.967,0.0,0.106,0.412,118.404,77880,4,ES5151001284,folclore castilla y leon
1177,Lo Que Acabas de Elegir,17,0.736,0.668,2,-5.341,1,0.0412,0.0653,0.0,0.0461,0.962,128.429,142133,4,ES5108000027,"cantautor,spanish new wave,spanish punk"
1178,Se acaso você chegasse - Ao vivo,4,0.418,0.977,2,-5.326,1,0.324,0.301,0.0,0.968,0.488,76.193,201120,4,BRWMB9806456,"pop nacional antigas,rock nacional brasileiro"
1179,Boa Noite Amor (Acabo De Chegar),1,0.322,0.47,4,-9.009,1,0.0288,0.648,2.94e-05,0.0974,0.382,154.863,188274,4,BRUM71803234,"brazilian soul,pagode,samba,samba-rock"
1180,No Me Olvides Nunca / Todo Acabo / Obsesion,0,0.567,0.556,5,-6.376,0,0.0296,0.853,1.31e-06,0.125,0.664,106.368,247218,4,COFC18042807,
1181,"No Es por Allá, Es por Acá",0,0.771,0.462,2,-12.313,1,0.04,0.615,0.095,0.0516,0.975,117.13,137474,4,QZNJV2199816,
1182,Esta Noite Eu Queria Que O Mundo Acabasse,0,0.534,0.441,4,-9.068,0,0.0321,0.622,0.000103,0.268,0.628,112.06,180689,4,USANG2149250,
1183,Ay Jalisco No Te Rajes / Acapulqueña / Pajarillo Barranqueño,0,0.545,0.452,8,-20.547,0,0.0456,0.708,0.861,0.222,0.853,144.326,153813,4,USJE62208096,
1184,O Sonho que Acabou (There'll never be another night like this),0,0.314,0.47,10,-7.594,1,0.0284,0.603,0.0,0.144,0.399,137.571,251427,4,BRSME8000160,jovem guarda
1185,You'll Accomp'ny Me,56,0.589,0.751,9,-5.663,1,0.0403,0.0785,2.38e-06,0.0878,0.637,108.849,240227,4,USCA28500121,"album rock,classic rock,country rock,detroit rock,folk rock,hard rock,heartland rock,mellow gold,rock,soft rock"
1186,Allegri: Miserere - 11. Tunc Acceptabis,24,0.207,0.0355,7,-24.95,0,0.04,0.996,0.915,0.117,0.0318,89.467,83851,3,GBADM8063911,choral
1187,I Stand Accused,17,0.436,0.758,0,-6.796,1,0.0301,0.00628,0.00188,0.0834,0.965,154.898,140120,4,GBASQ8000094,"art rock,classic rock,folk rock,mellow gold,new wave,new wave pop,power pop,pub rock,rock,roots rock"
1188,Allegri: Miserere - 11. Tunc acceptabis,22,0.233,0.038,7,-24.393,0,0.041,0.996,0.642,0.136,0.0377,83.609,75539,5,GBADM8072111,"british choir,choral,classical,early music,early music choir,polyphony"
1189,Acceptable Risks,3,0.275,0.986,6,-5.949,0,0.192,0.00307,0.0,0.547,0.255,110.795,95076,4,USH780717808,"crust punk,hardcore punk,punk,thrash core"
1190,Accepted,4,0.426,0.92,9,-10.16,1,0.0718,9.19e-05,2.57e-06,0.397,0.326,131.253,170500,4,QZMEQ2182768,
1191,Accept What God Allows,2,0.322,0.334,8,-12.828,1,0.0443,0.886,2.75e-05,0.593,0.359,79.327,482000,4,US1SR1917764,
1192,Accident,1,0.403,0.391,5,-13.097,1,0.0378,0.493,2.27e-05,0.123,0.594,141.031,256200,4,USSJ19500127,"bebop,hard bop,jazz,jazz brass,jazz trombone"
1193,Accelerator (A),0,0.679,0.498,4,-15.584,1,0.0726,0.608,0.91,0.142,0.349,109.577,132593,5,GBBGL8000084,"exotica,library music,lounge,moog,spytrack"
1194,Accepted - Demo,1,0.483,0.849,4,-11.979,1,0.0465,0.0985,7.89e-05,0.32,0.857,130.396,129250,4,QZMEQ2182772,
1195,Accattitilli tu...,0,0.639,0.721,7,-6.765,1,0.0434,0.473,0.0,0.181,0.938,90.208,135987,4,ITQ740801716,"canzone siciliane,classic italian folk pop,folk siciliana"
1196,Acccroche-toi,0,0.341,0.958,7,-10.445,1,0.0583,2.47e-05,0.571,0.319,0.429,126.842,109765,4,FRZ042200217,
1197,Accion Dorada,8,0.561,0.955,6,-5.152,0,0.0949,0.162,0.748,0.0818,0.851,89.806,120707,4,ES5020200082,"latin metal,mexican metal,mexican rock,rock en espanol"
1198,Tagzemd Accuca,0,0.436,0.955,0,-3.429,1,0.117,0.26,7.06e-05,0.249,0.562,143.779,378467,4,FR43D8000027,"kabyle,rai"
1199,Dizzy accordion,1,0.651,0.349,7,-14.287,0,0.0709,0.686,0.0948,0.0702,0.96,110.961,185845,4,SEVSZ8000401,
1200,Accident Prone,0,0.486,0.77,0,-6.96,1,0.0707,0.167,0.000151,0.198,0.609,87.731,268027,4,GBLMS0910488,
1201,Carol County Accident,0,0.709,0.61,7,-12.105,1,0.0618,0.368,2.99e-05,0.117,0.791,97.068,157804,4,FIFMF1223311,"bulgarian rock,classic bulgarian pop"
1202,Accelerator (D) - Edit,0,0.797,0.55,4,-18.023,1,0.19,0.904,0.971,0.0884,0.199,109.594,70659,3,GBBGL8000087,"exotica,library music,lounge,moog,spytrack"
1203,No Account Woman,0,0.606,0.536,7,-7.98,0,0.0394,0.0654,0.00142,0.0708,0.531,138.963,301154,4,ushm82184642,"canadian garage rock,canadian psychedelic,classic garage rock,freakbeat"
1204,La Java Accordéon,0,0.685,0.694,5,-7.016,1,0.168,0.708,0.819,0.0577,0.968,169.58,150209,3,FR9W11801473,
1205,Accelerator (C) - Link/Sting,0,0.0,0.289,4,-15.117,1,0.0,0.407,0.854,0.276,0.0,0.0,14543,0,GBBGL8000086,"exotica,library music,lounge,moog,spytrack"
1206,Soaked in Love Accidently,0,0.607,0.374,2,-14.023,1,0.0548,0.536,0.00285,0.0997,0.59,123.849,161765,4,KRRAR1650509,
1207,Accelerator (A) - Link/Sting,0,0.0,0.0535,4,-22.832,1,0.0,0.915,0.000404,0.0929,0.0,0.0,11384,0,GBBGL8000088,"exotica,library music,lounge,moog,spytrack"
1208,Guitar Accents 1 - Remastered,0,0.583,0.000877,4,-17.791,1,0.258,0.954,0.667,0.092,0.436,99.113,86654,3,DEB632127518,
1209,Soaked in Love Accidently,0,0.615,0.505,2,-11.024,1,0.0426,0.381,0.00127,0.311,0.425,124.775,160192,4,KRRAR2009129,
1210,Soaked in Love Accidently,0,0.595,0.43,2,-9.679,0,0.0462,0.515,1.4e-06,0.162,0.612,126.549,159026,4,KRRAR1650372,
1211,Guitar Accents 2 - Remastered,0,0.537,0.000833,9,-18.043,1,0.554,0.934,0.778,0.096,0.616,204.771,83179,3,DEB632127519,
1212,Home to Bon Accord,0,0.318,0.728,2,-6.229,1,0.0437,0.0814,7.21e-06,0.546,0.331,116.771,141545,4,GBABT8000422,"bagpipe marching band,scottish fiddle,traditional scottish folk"
1213,Talking Drum with Accompaniment,0,0.58,0.405,3,-17.412,0,0.411,0.832,0.903,0.11,0.629,126.654,73453,4,USSF18046012,
1214,Nayon Labde Lal Go Acche,0,0.674,0.541,10,-11.214,1,0.0385,0.239,0.000487,0.135,0.798,95.417,375040,4,FR6V82535526,
1215,The Strings of Bon Accord,0,0.475,0.696,2,-6.497,1,0.0397,0.122,0.0,0.698,0.753,116.446,142862,4,GBABT8000411,"bagpipe marching band,scottish fiddle,traditional scottish folk"
1216,The Heart of Bon Accord,0,0.168,0.342,7,-10.983,1,0.0354,0.172,0.181,0.704,0.14,114.015,146887,4,GBABT8000402,"bagpipe marching band,scottish fiddle,traditional scottish folk"
1217,Accelerator (B) - 30 Second Edit,0,0.65,0.57,2,-10.831,1,0.0706,0.705,0.966,0.273,0.99,109.617,33749,3,GBBGL8000085,"exotica,library music,lounge,moog,spytrack"
1218,Sormet soittajan - Man With The Accordion,0,0.546,0.568,5,-11.095,1,0.0458,0.427,6.32e-06,0.37,0.629,99.54,236817,4,FIFMF1223301,"classic finnish pop,classic finnish rock,classic iskelma,finnish pop,iskelma,suomi rock"
1219,Two Choruses for Female voices with Piano accompaniment,0,0.301,0.0511,8,-23.843,1,0.049,0.992,0.0434,0.0864,0.0426,133.542,405349,4,CZA168000950,
1220,"Stiffelio / Act 1: ""Non ha per me un accento""",3,0.366,0.0505,1,-24.63,1,0.0522,0.967,1.51e-06,0.12,0.0397,120.316,115867,5,NLA507809606,opera
1221,Miserere II in C minor: 15. Deo Tunc acceptabis,0,0.255,0.186,0,-18.75,0,0.0347,0.951,0.000431,0.238,0.207,77.327,231253,4,GBF077941515,"anglican liturgy,british modern classical"
1222,"Stiffelio / Act 1: ""Non ha per me un accento""",0,0.266,0.0456,7,-24.668,1,0.054,0.966,1.39e-06,0.111,0.0397,77.495,115867,3,NLA507809606,opera
1223,"You Better Mind, You've Got To Give An Account",0,0.459,0.947,7,-7.414,1,0.227,0.632,0.0,0.114,0.257,150.207,272800,4,US1SR1917540,
1224,Chapter 1.22 - Cleansing the mind of the accumulation of time,0,0.592,0.119,6,-27.02,1,0.829,0.936,5.97e-05,0.125,0.442,119.695,186200,4,DEWM41481325,
1225,Chapter 1.7 - Cleansing the mind of the accumulation of time,0,0.596,0.204,10,-21.84,0,0.923,0.929,0.0,0.294,0.353,146.535,212600,3,DEWM41481310,
1226,Chapter 1.15 - Cleansing the mind of the accumulation of time,0,0.376,0.0751,10,-28.994,0,0.47,0.867,5.54e-05,0.234,0.256,73.369,217200,1,DEWM41481318,
1227,Chapter 1.11 - Cleansing the mind of the accumulation of time,0,0.594,0.212,3,-25.478,1,0.904,0.902,0.0,0.246,0.442,131.858,193200,5,DEWM41481314,
1228,Chapter 1.17 - Cleansing the mind of the accumulation of time,0,0.475,0.133,7,-28.68,0,0.697,0.909,0.00013,0.733,0.204,89.948,218700,3,DEWM41481320,
1229,Chapter 1.5 - Cleansing the mind of the accumulation of time,0,0.671,0.187,7,-23.717,1,0.9,0.883,0.0,0.342,0.208,51.795,258800,3,DEWM41481308,
1230,Chapter 1.2 - Cleansing the mind of the accumulation of time,0,0.608,0.141,11,-24.713,0,0.901,0.841,0.0,0.542,0.294,86.946,222600,3,DEWM41481305,
1231,Chapter 1.3 - Cleansing the mind of the accumulation of time,0,0.49,0.146,8,-27.47,0,0.787,0.826,0.0,0.149,0.151,78.172,198000,1,DEWM41481306,
1232,Chapter 1.19 - Cleansing the mind of the accumulation of time,0,0.33,0.04,7,-29.334,1,0.184,0.863,0.000214,0.14,0.14,81.288,205300,3,DEWM41481322,
1233,Chapter 1.4 - Cleansing the mind of the accumulation of time,0,0.618,0.174,10,-24.144,0,0.901,0.892,0.0,0.555,0.317,112.289,228400,3,DEWM41481307,
1234,Chapter 1.1 - Cleansing the mind of the accumulation of time,0,0.486,0.0882,9,-27.033,0,0.674,0.87,1.83e-05,0.173,0.199,90.715,195600,3,DEWM41481304,
1235,Chapter 1.6 - Cleansing the mind of the accumulation of time,0,0.58,0.138,1,-23.75,1,0.888,0.898,0.0,0.164,0.268,133.765,219600,3,DEWM41481309,
1236,Chapter 1.12 - Cleansing the mind of the accumulation of time,0,0.517,0.173,8,-25.436,0,0.839,0.899,2.07e-05,0.19,0.181,138.486,188600,3,DEWM41481315,
1237,Chapter 1.10 - Cleansing the mind of the accumulation of time,0,0.43,0.108,7,-26.359,0,0.525,0.858,4.09e-06,0.148,0.15,80.232,196800,3,DEWM41481313,
1238,Chapter 1.21 - Cleansing the mind of the accumulation of time,0,0.547,0.116,10,-26.908,1,0.85,0.938,0.000111,0.559,0.27,75.612,191400,3,DEWM41481324,
1239,Chapter 1.18 - Cleansing the mind of the accumulation of time,0,0.502,0.149,8,-26.947,0,0.925,0.93,1.09e-05,0.191,0.35,86.475,190300,4,DEWM41481321,
1240,Chapter 1.20 - Cleansing the mind of the accumulation of time,0,0.527,0.0878,8,-26.209,1,0.811,0.935,8.08e-05,0.23,0.315,84.497,191700,4,DEWM41481323,
1241,Chapter 1.9 - Cleansing the mind of the accumulation of time,0,0.558,0.172,8,-25.324,1,0.858,0.897,1.21e-06,0.313,0.321,88.275,205100,4,DEWM41481312,
1242,Chapter 1.16 - Cleansing the mind of the accumulation of time,0,0.49,0.116,5,-29.618,1,0.499,0.863,1.21e-05,0.284,0.095,79.818,193700,4,DEWM41481319,
1243,Chapter 1.13 - Cleansing the mind of the accumulation of time,0,0.431,0.147,7,-25.365,0,0.682,0.892,1.65e-05,0.451,0.188,86.284,206800,4,DEWM41481316,
1244,Chapter 1.14 - Cleansing the mind of the accumulation of time,0,0.576,0.133,10,-25.366,1,0.913,0.911,6.32e-05,0.188,0.237,85.249,185100,4,DEWM41481317,
1245,Chapter 1.23 - Cleansing the mind of the accumulation of time,0,0.559,0.202,8,-26.966,0,0.823,0.942,0.000115,0.241,0.254,106.618,294786,3,DEWM41481326,
1246,Chapter 1.8 - Cleansing the mind of the accumulation of time,0,0.567,0.143,6,-23.565,1,0.807,0.901,0.0,0.434,0.288,86.535,195700,4,DEWM41481311,
1247,Ojai 1980 Dialogue 2 - Cleansing the Mind of the Accumulation of Time,4,0.514,0.149,8,-25.965,0,0.862,0.901,6.94e-06,0.303,0.228,80.237,4796268,4,QM6P41586421,
1248,"Mozart : Idomeneo : Act 3 ""Cavantina con coro Accolgi, oh re del mar"" [Idomeneo, Sacerdoti]",0,0.248,0.0602,5,-25.726,1,0.0364,0.983,0.0829,0.0929,0.104,73.399,185907,4,DEA808499026,
1249,"Mozart : Idomeneo : Act 3 ""Principessa, a'tuoi sguardi"" ""S'io non moro a questi accenti"" [Idamante, Ilia]",0,0.296,0.0275,9,-24.621,1,0.0649,0.989,2.46e-05,0.229,0.0435,77.508,496307,4,DEA808499021,
1250,"Don Giovanni, K. 527 (arr. J. Triebensee for chamber ensemble): Act II Scene 10 Appendix 2: Recitativo accompagnato ed Aria: In quali eccessi … Mi tradi quell' alma ingrata, K. 540c",0,0.167,0.0817,5,-21.289,1,0.0529,0.995,0.922,0.0738,0.467,67.187,108773,4,GBLWD9312818,
1251,"Douze études, L. 136, Livre II: No. 12, Pour les accords",0,0.414,0.219,0,-25.839,0,0.0502,0.962,0.886,0.174,0.103,107.971,227348,3,DEAT71519591,german classical piano
1252,Ace of Spades,73,0.342,0.91,4,-7.748,1,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360,4,GBAJE8000033,"album rock,hard rock,metal,rock,speed metal"
1253,Ace of Spades,31,0.342,0.91,4,-7.748,1,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360,4,GBAJE8000033,"album rock,hard rock,metal,rock,speed metal"
1254,The Ace of Swords,34,0.708,0.358,0,-10.801,1,0.0386,0.192,0.0473,0.308,0.279,140.018,177920,4,USAR10200521,"album rock,art rock,classic rock,mellow gold,progressive rock,soft rock,symphonic rock"
1255,Ace of Spades - Alternate Version,27,0.311,0.995,1,-4.052,1,0.182,9.8e-05,0.903,0.305,0.123,126.097,183488,4,GBAJE0506879,"album rock,hard rock,metal,rock,speed metal"
1256,"Ace in the Hole - Live at the Agora Theatre, Cleveland, OH - September 1979",23,0.679,0.768,2,-7.891,1,0.0873,0.322,6.01e-06,0.687,0.597,119.584,343000,4,USSM11002264,"classic rock,folk,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter,soft rock"
1257,Ace of Spades - 2020 40th Anniversary Remaster,19,0.338,0.997,3,-3.906,0,0.209,0.212,0.0489,0.0891,0.0837,141.539,166147,4,GB5KW1904841,"album rock,hard rock,metal,rock,speed metal"
1258,The Ace of Swords,10,0.702,0.3,0,-14.338,1,0.0406,0.139,0.0313,0.188,0.293,141.091,177333,4,USAR10200521,"album rock,art rock,classic rock,mellow gold,progressive rock,soft rock,symphonic rock"
1259,Pisa El Acelerador,18,0.744,0.827,7,-13.566,1,0.055,0.404,0.0,0.0812,0.961,145.891,219667,4,ES5118400037,"cantautor,rock en espanol,spanish pop,trova"
1260,Louisiana Aces Special - Instrumental,2,0.365,0.735,2,-8.093,1,0.0447,0.776,0.876,0.135,0.756,200.903,115564,4,US9390500860,"cajun,swamp pop,zydeco"
1261,Pra Apagar e Pra Acender,5,0.623,0.323,7,-14.906,1,0.0327,0.396,1.24e-05,0.0696,0.661,129.586,227280,4,BRRGE8000081,pop nacional antigas
1262,"Ace of Spades - Live at Whitla Hall, Belfast, 23rd December 1981",7,0.222,0.932,11,-7.415,0,0.0854,4.89e-06,0.0486,0.953,0.151,141.691,171800,4,GB5KW2000502,"album rock,hard rock,metal,rock,speed metal"
1263,Acetones,0,0.177,0.00798,7,-12.651,1,0.0924,0.635,0.788,0.424,0.0384,118.381,194253,5,QZFZ42223180,
1264,Acechanzas,0,0.615,0.601,10,-7.801,1,0.0541,0.929,0.000121,0.0769,0.628,141.687,173558,3,QZHZ42219635,
